Country Name,country_code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.355328000000,572.740261000000,356.350780000000,347.870645000000,390.879964000000,443.924861000000,487.068624000000,505.035887000000,590.239947000000,582.669886000000,593.450582000000,659.588989000000,742.651118000000,882.030168000000,1130.08791400000,1557.48458900000,2041.65267100000,2962.70234600000,3777.66859300000,2820.5926550000,3041.34450700000,3349.55309800000,3511.56399700000,3680.16692200000,3852.11800600000,3512.39350300000,3524.42476900000,3869.05373900000,4196.00562300000,4597.22887400000,4268.68093300000,4685.17997100000,6571.97445500000,8125.27395800000,8500.60522500000
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8972.69636500000,9197.66196800000,8958.42866700000,8831.26976000000,8745.16621100000,9231.37240900000,10030.8089130000,12156.0293910000,10375.1720140000,10383.459331000,11745.4899150000,11813.5022030000,12026.3344930000,12727.4102650000,12843.3342900000,11863.6839450000,12552.0546870000,12886.1359520000,14489.2586560000,15236.1604880000,18017.4589380000,,
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,1213.67021700000,1374.82027500000,1705.14199000000,2053.10327900000,2310.19699800000,2569.18182400000,2846.99335700000,3270.7810300000,3814.3142290000,4629.45676400000,5424.36847800000,6466.15683500000,7187.90484100000,7590.75442400000,7956.47430900000,8153.73786300000,8624.62016800000,9351.48753800000,9034.47552900000,9756.08718000000,10336.2591620000,10906.8785410000,11342.3349230000,12027.4949770000,11539.1825060000,11658.6949920000,12173.2319860000,13037.8895770000,14368.5708800000,16173.8136330000,18204.5124040000,18786.6743140000,16472.2478530000,15217.3950790000,14911.7275080000,15639.8078110000,15051.5113590000,15532.1062060000,16077.6340770000,16556.8551800000,16965.7288270000,18273.4270680000,18896.3721830000,15369.6082250000,17348.6006990000,20105.1989090000,21494.5474000000,23725.7903730000
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1810.7064300000,1877.70706400000,1854.74615400000,1967.21127400000,2131.38030000000,2281.11030500000,2343.9159190000,2580.11059200000,2724.1306720000,2991.47727900000,3304.92737000000,3495.2282010000,3949.46164300000,4770.81017200000,6482.93848100000,7003.84247100000,7486.6826040000,7775.65846900000,8252.73445700000,9294.51578300000,10208.8036840000,11853.6694190000,12779.1459160000,11515.7445120000,12421.8807740000,11441.5819710000,11392.0043950000,11651.3301170000,14284.960792000,17834.4526910000,18249.3014540000,18859.9074580000,18624.1877340000,17699.8764920000,18129.6353060000,20448.1219690000,22021.7839070000,23646.6230460000,21479.1142020000,20712.6697810000,21870.4159670000,19695.7297380000,20301.8431710000,23718.1338500000,30836.7306820000,34479.7679300000,36595.7071550000,41051.6120650000,49701.2817840000,42816.5674000000,52144.6654710000,62605.600458000,68072.8732340000,68190.7010040000,62544.0873770000,56739.0265350000,49888.0410840000,53901.7145390000,57196.4220780000,54972.7017890000,51791.540180000,60607.7788610000,64997.0136540000,64835.9199750000,64407.484257000
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,939.914815000000,1036.72820400000,1093.01419100000,1172.55744600000,1275.45715300000,1381.07725800000,1494.04911400000,1577.14147700000,1685.66211700000,1834.0780780000,2050.7051540000,2371.65248000000,2912.59577100000,3875.48305600000,4612.61920800000,5264.91772000000,5656.1451380000,6783.95142200000,8173.32926300000,9755.4044560000,10826.9718270000,9348.48832400000,9373.48820600000,9500.05070400000,8955.84829200000,9136.17092600000,13031.8281010000,16328.5613050000,17509.7658680000,17400.5226620000,21596.068220000,22323.1312490000,24782.7118770000,23987.2037240000,25546.2460530000,30207.0674310000,29645.9451250000,26571.7523630000,27212.4642910000,27078.7081610000,24487.2974690000,24430.495983000,26334.862215000,32110.1159660000,36614.2506530000,38157.37022900,40382.2078300000,46622.9622910000,51581.3982360000,47857.4446640000,46611.1393420000,51116.8953520000,48250.4059140000,50305.3545770000,51314.9722620000,43915.228021000,45061.4993920000,47163.7425780000,51194.0749840000,49885.9947360000,48716.4098900000,53648.7190740000,52176.6649140000,56033.573792000,56833.1960470000
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.27189300000,734.944233000000,60.2351210000000,209.530955000000,157.063550000000,314.55801900000,409.185544000000,505.516204000000,561.906808000000,573.893529000000,655.097250000000,703.670999000000,763.108895000000,883.692581000000,1045.0136330000,1578.36733000000,2472.95725700000,3851.33015200000,5574.46810400000,4950.39949000000,5843.5337680000,7189.81869200000,7495.86527700000,7875.34536700000,7890.84028100000,5500.50364600000,3880.6852280000,4147.1981420000,4739.7943120000,4805.75371800000,4229.91064900000,5408.04535200000,7770.594223000,7133.02838000000,7283.83563000000
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.9051000000000,71.601930000000,73.4195980000000,78.3711980000000,85.3337290000000,50.613304000000,51.4128740000000,54.0181430000000,54.1949780000000,55.058839000000,68.7543540000000,69.8982820000000,68.2321920000000,84.2581070000000,93.2240050000000,110.884827000000,115.492132000000,137.448044000000,148.823233000000,186.152274000000,209.805737000000,212.23033200000,216.43619100000,225.209525000000,200.375712000000,228.440543000000,234.281245000000,215.608311000000,201.740401000000,203.578944000000,202.629446000000,204.668258000000,184.868970000000,165.344120000000,161.892584000000,164.915312000000,143.156741000000,160.278342000000,144.456948000000,127.51419600000,134.537862000000,132.159555000000,120.952309000000,111.406683000000,125.194965000000,147.234619000000,161.892756000000,166.162745000000,189.502075000000,199.097633000000,216.727705000000,230.070577000000,231.688496000000,234.843045000000,250.540481000000,280.966831000000,235.286205000000,236.694473000000,224.89939200000,210.236495000000,210.008140000000,214.091455000000,250.634225000000,192.074305000000,153.930218000000
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1290.28607200000,1367.78885200000,1457.26517000000,1555.02293200000,1724.01894200000,1859.50998700000,1983.13119800000,2113.82194100000,2251.31575900000,2490.1071730000,2765.89099700000,3082.92798900000,3831.63190000000,4900.96220100000,5733.79813900000,6701.37736100000,7243.04734100000,8426.94695900000,10289.7684170000,11810.6158750000,12864.0025660000,10622.8024830000,9343.86110000000,8846.23429800000,8457.26880300000,8750.81851300000,12170.0406960000,15135.8523120000,16391.093828000,16525.0617430000,20600.3752790000,21041.6606520000,23372.619171000,22283.9360210000,24208.5547930000,28413.8264390000,27489.5551770000,24820.9380500000,25338.4432930000,25252.8019070000,23098.8865080000,23015.0712630000,25006.191397000,30655.2092680000,35429.4077930000,36809.7013400000,38705.1067960000,44319.165449000,48303.397956000,44923.3400140000,44197.393671000,47760.8298780000,44874.1709180000,46964.5946780000,47995.7786960000,40893.804538000,41854.5498300000,44035.3239360000,47487.2100390000,46716.6227470000,45906.2875810000,51658.238295000,50822.2518540000,54690.0942730000,55954.6106260000
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.8569250000000,92.085848000000,90.7738610000000,95.7167370000000,99.7850250000000,105.117987000000,107.637212000000,106.58624200000,111.211494000000,110.314795000000,108.848779000000,106.889293000000,127.927157000000,153.609468000000,164.946594000000,196.455786000000,197.726361000000,207.012962000000,249.802926000000,310.651387000000,358.003054000000,319.718186000000,305.0040640000,255.983602000000,238.574457000000,230.434117000000,285.771551000000,324.253765000000,326.179758000000,293.321950000000,371.101604000000,364.689296000000,301.77329700000,387.310055000000,262.129807000000,348.435239000000,369.394384000000,344.550491000000,361.601983000000,525.130597000000,487.424141000000,492.401500000000,546.463830000000,676.002878000000,758.695804000000,779.437778000000,809.147073000000,912.338247000000,1060.60254500000,1024.10277900000,973.244255000000,1059.41358900000,1071.5258370000,1168.92699300000,1204.39918700000,1002.41886900000,1010.5338960000,1054.97408100000,1151.7409700000,1130.82135300000,1200.19426600000,1318.65158100000,1266.42711000000,1394.17784700000,1485.38019000000
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,69.1502460000000,72.2423790000000,77.1529280000000,78.9087740000000,80.9147890000000,82.0746160000000,82.8360660000000,84.6272010000000,84.9737850000000,86.7555400000000,81.707563000000,84.5149380000000,99.6335810000000,114.137669000000,124.671436000000,152.901530000000,155.485423000000,175.963864000000,223.879112000000,258.501729000000,277.597531000000,248.707974000000,239.019484000000,211.925741000000,187.832224000000,194.063226000000,247.459135000000,280.218092000000,301.129215000000,293.188704000000,338.593759000000,333.70605500000,348.592444000000,324.111577000000,187.21142400000,229.092294000000,242.733171000000,223.853959000000,249.53173300000,292.836959000000,248.908527000000,259.485223000000,285.654088000000,362.373900000000,403.81283700000,441.164148000000,455.513656000000,514.684451000000,619.437533000000,601.569521000000,624.957252000000,725.024768000000,731.470139000000,759.762065000000,764.861675000000,630.124751000000,663.742365000000,709.091536000000,777.465619000000,764.853078000000,825.237039000000,895.535288000000,836.118305000000,882.689810000000,987.321378000000
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,82.4812770000000,90.3685790000000,92.5894210000000,94.1423740000000,92.5782980000000,98.6041470000000,104.42205500000,114.209882000000,114.414967000000,125.880312000000,130.218161000000,124.533963000000,87.773765000000,109.691727000000,164.986394000000,249.804254000000,126.693044000000,117.887771000000,158.324255000000,181.130707000000,206.075714000000,224.241392000000,199.595945000000,184.70677300000,193.435021000000,222.22018000000,212.14899400000,231.499585000000,247.901466000000,263.005721000000,283.053737000000,272.064948000000,273.465073000000,280.757274000000,280.603032000000,309.458681000000,371.917938000000,379.284918000000,385.616882000000,388.095684000000,396.670730000000,394.65641000000,393.886422000000,426.74880800000,455.614017000000,480.08585100000,490.388027000000,537.955493000000,613.06204100000,679.211477000000,757.385280000000,837.336945000000,859.680536000000,958.262990000000,1094.46199700000,1224.38647700000,1649.28380900000,1811.08221700000,1965.24372700000,2129.79897000000,2248.85078800000,2482.84917800000,2716.48592800000,2551.01773800000,2593.41607400000
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2238.80295800000,2234.81481600000,2169.00401100000,1852.81343400000,1963.57267600000,1914.55064700000,2260.4272810000,3132.30136000000,2511.39306300000,2477.0208180000,2366.52982100000,883.736578000000,1007.34454500000,1278.52511400000,1149.89464000000,2259.25922600000,1470.19259300000,1361.40938400000,1820.44866400000,1660.9089130000,1621.26210700000,1770.90704900000,2092.98288600000,2719.49436900000,3389.68743400000,3899.82596300000,4523.1465580000,5888.57081400000,7271.30338900000,6988.27316300000,6853.94805500000,7849.58061300000,7431.95789500000,7795.98092100000,8069.60005700000,7268.65445500000,7822.49923300000,8696.68930400000,9872.38507800000,10372.8044340000,10769.9475700000,12972.2173360000,13999.6719200000,15883.8618550000,17412.4115090000
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1741.82245400000,1829.74070500000,2205.917004000,2981.09253100000,3873.71629100000,3880.44047200000,5310.19132600000,6358.42084200000,6925.98893200000,7890.82982500000,9732.72587200000,10556.5091720000,10712.1529360000,10598.8427160000,10696.9331060000,9648.65643000000,7776.95657700000,8332.91425400000,8771.7853530000,8833.41134300000,9342.53891400000,10434.1323960000,10460.1583220000,11151.871496000,11629.3595220000,11900.9317780000,12091.7802190000,12254.6662580000,11625.0343770000,12123.3534720000,14214.4836840000,13573.2339890000,13501.4708800000,14486.0269030000,15963.9493170000,17966.1657840000,19267.282615000,20908.4042550000,23299.4992780000,19465.3140750000,21819.3291100000,25032.7867740000,26438.6733230000,26989.7601150000,26451.7965650000,23734.0551140000,23800.001441000,24784.7693510000,26324.4066550000,27259.7438600000,24342.8444550000,27147.8083880000,30470.5219280000,29290.1284220000,30048.2177720000
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1459.25382500000,1555.04660800000,1651.21861900000,1759.23692200000,1883.44386000000,2029.52341300000,2239.23964000000,2452.74763200000,2668.01498000000,3026.72757200000,2916.49998400000,3004.34356600000,3013.95016700000,3341.2852170000,3079.74014100000,2840.58965300000,2993.45923800000,3253.37543400000,3720.04057900000,4994.08535200000,5742.58362500000,6028.80641000000,6559.46869300000,7081.38194800000,8201.70133800000,9167.14687500000,9600.599528000,10361.3488080000,10575.797154000,11291.4764470000,11473.3008390000,11082.3528570000,10873.4047500000,10613.0658790000,10991.2346670000,11374.6056700000,11783.797197000,20367.5732700000,21667.448822000,24041.0933190000,24940.0775090000,25371.9237670000,26781.6195940000,26429.1247790000,26650.2934230000,28602.4181870000,29184.7865090000,30051.8489590000,29392.3824420000,27512.9130950000,27473.100431000,27090.8376800000,28552.0242680000,27642.7419760000,29137.2175630000,30719.405417000,30616.5363160000,31875.4881750000,32642.3353200000,33640.3369860000,26178.7537610000,30367.8605760000,34957.1613280000,38231.774484000,39455.4466550000
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.88262200000,1373.37104500000,1118.17569900000,929.872119000000,337.090896000000,502.365981000000,718.933797000000,913.813399000000,1006.70479700000,1134.60298000000,1338.48059600000,1387.89365100000,1606.54672200000,2033.94700900000,2452.68616800000,2739.61076900000,3166.12865300000,3931.48948700000,4841.69311900000,4539.91863800000,4506.47828500000,4982.69375800000,4693.78899100000,5034.56616000000,5206.06558300,4662.25883700000,4928.5665250000,5345.01985500000,6047.84584300000,6122.3753450000,6130.31133200000,7295.3438240000,7655.59421000000,8663.02323000000,8957.37294200000
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.64091900000,1805.45592500000,1658.08641300000,1589.51011300000,1460.00791400000,1370.69991400000,1452.5071050000,1396.6571870000,1511.25979100000,1210.5874390000,1276.28038100000,1244.37318500000,1479.38066300000,1819.52653100000,2378.33700500000,3126.07176700000,3848.22350300000,4735.48107600000,6376.17569200000,5352.48809200000,6034.67885200000,6527.6593430000,6953.21591700000,7998.0802050000,8341.31809300000,5967.05595100000,5039.77560900000,5785.54491900000,6360.037502000,6837.77339600000,6542.85580000000,7489.71894700000,7994.64806100000,7896.75388300000,8316.64776300000
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,307.414508000000,320.029477000000,331.704794000000,341.932584000000,356.235408000000,383.186435000000,411.933020000000,426.264071000000,392.282566000000,401.557991000000,441.7894690000,481.04464100000,529.356648000000,618.567502000000,804.777864000000,906.486277000000,729.488781000000,865.792901000000,982.604370000000,1071.443696000,1774.4136990000,1752.51703800000,1629.32322900000,1677.25548200000,1814.18859800000,1754.01108700000,1859.10214000000,2165.89431400000,2405.81116600000,2741.93638400000,2988.64952300000,3192.36526900000,3645.61243700000,3862.7104900000,3879.01374700000,4012.07959000000,4045.69445100000,4016.62941600000,4127.93718600000,4291.83168200000,4729.67080400000,4721.81625700000,4861.74314200000,4962.08962000000,5156.09817100000,5272.74417200000,5527.16775900000,5765.28199900000,5713.28126800000,5401.22963100000,5451.13897200000,5582.22170600000,5709.68918800000,5950.20299900000,6128.14288500000,6154.49593500000,6142.49873200000,6072.58267600000,6031.28139600000,6190.04792300000,5227.19363800000,6122.61158600000,7068.45478300000,7459.99815100000,8429.67959700000
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1715.31463200000,1773.99531600000,1824.18228300000,1821.79091300000,1986.64081000000,2064.85324800000,2369.47294700000,2722.46233400000,2975.95428900000,3214.04903900000,3574.16928900000,4012.77396500000,4458.08003300000,5090.09179200000,5891.88781700000,6493.6287150000,7259.91355000000,8383.03139400000,8904.94282300000,9664.21884600000,11426.6012330000,13687.7980630000,14442.7902260000,16236.741698000,17866.9174360000,18713.8825140000,20996.9767220000,23042.7435880000,24958.1127000000,26282.6240960000,27665.525808000,28195.7091610000,28761.9634630000,30950.0799100000,31543.0634860000,34115.3445550000,45063.6149330000,48736.6768030000,51629.2814860000,54388.3417320000,56542.9569460000,59490.2452030000,63358.5658650000,67106.8028080000,71692.1589000000,77628.103523000,97781.4559000000,107395.651484000,110268.562401000,104711.712420000,104111.824245000,99049.0169930000,100213.493385000,101704.40746200,100961.576603000,104855.366822000,108747.356144000,112339.425587000,113204.82210800,115798.040776000,106976.546240000,112765.08167300,121613.939984000,132604.439086000,138934.958846000
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,100.815083000000,107.443478000000,115.079060000000,121.353277000000,133.876179000000,145.58711300000,157.754998000000,174.31274300000,193.51655700000,205.054759000000,219.353189000000,231.058297000000,267.89413500000,257.341860000000,418.379385000000,468.298148000000,519.994688000000,600.288223000000,683.142437000000,801.033734000000,772.779524000000,981.381289000000,930.593010000000,880.46118000000,982.081210000000,838.080052000000,604.257338000000,649.708769000000,672.607173000000,675.469994000000,682.67681000000,733.935488000000,759.57113500000,756.637016000000,774.035670000000,852.754035000000,922.113259000000,970.351843000000,1022.14506500000,979.344495000000,975.777060000000,930.168227000000,888.221329000000,893.013760000000,953.191893000000,1020.12326200000,1202.71150400000,1354.54905900000,1692.67248500000,1731.18172100000,1929.78373100000,2315.52121900000,2575.59857100000,2870.02377000000,3041.43503200000,2996.01289800000,3035.87347700000,3306.30301200000,3500.72642200000,3503.89601100000,3099.94219100000,3384.84486500000,3643.92827000000,3686.27996400000,4001.21134000000
